year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,12,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",181.00,65.00,27.70,0.00,3.70,0.00,33.60,0.00,1.00,5100.00,1803.00,0.00,173.00,0.00,3124.00
2025,12,AA,American Airlines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,AA,American Airlines Network,ALB,"Albany, NY: Albany International",105.00,30.00,9.23,1.00,4.45,0.00,15.33,2.00,1.00,1975.00,443.00,102.00,111.00,0.00,1319.00
2025,12,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",1.00,1.00,0.49,0.00,0.00,0.00,0.51,0.00,0.00,117.00,57.00,0.00,0.00,0.00,60.00
2025,12,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",16.00,8.00,3.79,0.00,3.20,0.00,1.01,0.00,0.00,598.00,403.00,0.00,112.00,0.00,83.00
2025,12,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",498.00,124.00,53.82,0.26,11.84,0.48,57.60,1.00,0.00,8129.00,3165.00,9.00,855.00,64.00,4036.00
2025,12,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1049.00,311.00,105.05,6.76,49.93,0.00,149.26,3.00,0.00,23327.00,7769.00,1252.00,2232.00,0.00,12074.00
2025,12,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",31.00,11.00,4.22,0.00,0.50,0.00,6.28,0.00,0.00,957.00,263.00,0.00,15.00,0.00,679.00
2025,12,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",34.00,9.00,4.14,0.00,0.41,0.00,4.46,0.00,0.00,523.00,126.00,0.00,25.00,0.00,372.00
2025,12,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",242.00,70.00,22.76,0.05,6.22,0.20,40.77,1.00,3.00,4563.00,1238.00,4.00,244.00,28.00,3049.00
2025,12,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",54.00,24.00,7.41,0.20,1.61,0.00,14.78,0.00,2.00,2764.00,976.00,3.00,68.00,0.00,1717.00
2025,12,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",74.00,21.00,6.28,0.00,3.83,0.00,10.89,0.00,0.00,1279.00,352.00,0.00,119.00,0.00,808.00
2025,12,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",699.00,180.00,53.04,0.93,29.43,0.02,96.59,1.00,0.00,12221.00,3401.00,337.00,1136.00,1.00,7346.00
2025,12,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,24.00,9.36,0.00,2.96,0.00,11.68,0.00,0.00,1823.00,951.00,0.00,93.00,0.00,779.00
2025,12,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1284.00,333.00,99.58,5.43,67.47,0.00,160.52,4.00,1.00,23613.00,7481.00,906.00,3076.00,0.00,12150.00
2025,12,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",163.00,68.00,21.61,0.42,13.46,0.00,32.51,4.00,0.00,5278.00,1470.00,65.00,611.00,0.00,3132.00
2025,12,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",62.00,19.00,8.95,0.00,1.55,0.00,8.50,0.00,1.00,1083.00,450.00,0.00,53.00,0.00,580.00
2025,12,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",292.00,75.00,26.87,0.00,5.68,0.00,42.45,0.00,0.00,3846.00,1259.00,0.00,173.00,0.00,2414.00
2025,12,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",55.00,17.00,3.47,0.00,6.32,0.00,7.21,0.00,1.00,983.00,193.00,0.00,231.00,0.00,559.00
2025,12,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",339.00,100.00,40.27,0.60,15.19,0.00,43.94,1.00,3.00,7002.00,3363.00,137.00,597.00,0.00,2905.00
2025,12,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",103.00,46.00,20.57,2.04,5.12,0.00,18.27,2.00,2.00,5733.00,1906.00,830.00,434.00,0.00,2563.00
2025,12,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",282.00,87.00,33.67,0.73,11.61,0.00,40.98,3.00,1.00,4817.00,1641.00,47.00,389.00,0.00,2740.00
2025,12,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9352.00,1921.00,531.82,69.33,460.85,6.92,852.08,37.00,5.00,162117.00,56885.00,9577.00,19361.00,482.00,75812.00
2025,12,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",319.00,82.00,32.09,0.19,10.87,0.00,38.84,2.00,1.00,4723.00,2039.00,23.00,399.00,0.00,2262.00
2025,12,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",97.00,34.00,19.58,0.00,1.46,0.00,12.96,0.00,1.00,1667.00,904.00,0.00,66.00,0.00,697.00
2025,12,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",220.00,65.00,22.11,0.00,12.30,0.00,30.59,0.00,0.00,4559.00,1489.00,0.00,551.00,0.00,2519.00
2025,12,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",24.00,7.00,2.79,0.00,0.46,0.00,3.75,0.00,0.00,612.00,284.00,0.00,10.00,0.00,318.00
2025,12,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2258.00,582.00,161.66,15.52,130.05,0.20,274.57,9.00,2.00,40018.00,10480.00,2049.00,5589.00,16.00,21884.00
2025,12,AA,American Airlines Network,DEN,"Denver, CO: Denver International",722.00,258.00,92.44,3.05,73.96,0.29,88.27,2.00,4.00,14645.00,5215.00,281.00,3200.00,37.00,5912.00
2025,12,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13869.00,3350.00,848.68,95.76,863.34,5.73,1536.48,50.00,11.00,301624.00,107160.00,14548.00,33383.00,298.00,146235.00
2025,12,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",158.00,57.00,24.28,0.00,10.34,0.00,22.37,2.00,0.00,3883.00,1453.00,0.00,408.00,0.00,2022.00
2025,12,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",410.00,127.00,45.15,0.00,17.08,0.00,64.77,0.00,1.00,8688.00,3207.00,0.00,625.00,0.00,4856.00
2025,12,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",141.00,77.00,28.81,0.82,28.45,0.00,18.93,0.00,1.00,7857.00,2283.00,151.00,1721.00,0.00,3702.00
2025,12,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",190.00,64.00,23.77,0.00,4.05,0.00,36.18,2.00,0.00,4291.00,1201.00,0.00,146.00,0.00,2944.00
2025,12,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",60.00,15.00,5.94,0.00,0.30,0.00,8.76,0.00,0.00,1235.00,314.00,0.00,7.00,0.00,914.00
2025,12,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",531.00,181.00,48.06,2.00,65.10,0.00,65.84,9.00,3.00,11287.00,3011.00,528.00,3057.00,0.00,4691.00
2025,12,AA,American Airlines Network,EYW,"Key West, FL: Key West International",152.00,42.00,15.05,0.55,6.70,0.00,19.70,0.00,3.00,2861.00,896.00,41.00,378.00,0.00,1546.00
2025,12,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",182.00,45.00,19.38,0.00,3.00,0.00,22.62,0.00,0.00,3674.00,1686.00,0.00,101.00,0.00,1887.00
2025,12,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",747.00,223.00,73.43,4.53,61.03,1.13,82.89,4.00,0.00,15167.00,3798.00,588.00,3413.00,95.00,7273.00
2025,12,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",60.00,29.00,9.49,0.00,7.35,0.00,12.16,0.00,1.00,2376.00,606.00,0.00,437.00,0.00,1333.00
2025,12,AA,American Airlines Network,GEG,"Spokane, WA: Spokane International",137.00,54.00,18.04,0.80,10.57,0.78,23.81,0.00,0.00,5775.00,1999.00,100.00,606.00,59.00,3011.00
2025,12,AA,American Airlines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",233.00,72.00,34.32,0.00,8.08,0.00,29.60,3.00,1.00,6089.00,2344.00,0.00,373.00,0.00,3372.00
2025,12,AA,American Airlines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",66.00,34.00,11.72,0.00,2.25,0.00,20.03,0.00,0.00,1585.00,440.00,0.00,65.00,0.00,1080.00
2025,12,AA,American Airlines Network,GSP,"Greer, SC: Greenville-Spartanburg International",94.00,36.00,16.89,0.48,5.77,0.00,12.86,1.00,1.00,2456.00,1046.00,237.00,165.00,0.00,1008.00
2025,12,AA,American Airlines Network,HDN,"Hayden, CO: Yampa Valley",26.00,15.00,5.26,0.82,5.00,0.00,3.92,0.00,1.00,972.00,278.00,79.00,133.00,0.00,482.00
2025,12,AA,American Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",240.00,62.00,31.19,0.60,24.04,0.00,6.17,0.00,1.00,5030.00,2382.00,42.00,818.00,0.00,1788.00
2025,12,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",96.00,29.00,11.50,0.00,2.24,0.00,15.26,0.00,0.00,1806.00,652.00,0.00,86.00,0.00,1068.00
2025,12,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",610.00,173.00,70.39,0.34,26.34,0.00,75.93,3.00,0.00,11849.00,4911.00,25.00,989.00,0.00,5924.00
2025,12,AA,American Airlines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",60.00,30.00,12.11,0.00,2.10,0.00,15.80,0.00,0.00,2024.00,516.00,0.00,118.00,0.00,1390.00
2025,12,AA,American Airlines Network,ILM,"Wilmington, NC: Wilmington International",204.00,67.00,28.26,0.10,5.54,0.00,33.10,1.00,0.00,5322.00,2092.00,9.00,163.00,0.00,3058.00
2025,12,AA,American Airlines Network,IND,"Indianapolis, IN: Indianapolis International",487.00,141.00,44.33,4.85,27.99,0.00,63.83,1.00,1.00,11164.00,2781.00,1804.00,1213.00,0.00,5366.00
2025,12,AA,American Airlines Network,JAC,"Jackson, WY: Jackson Hole",57.00,26.00,8.60,0.00,12.69,0.00,4.71,0.00,2.00,1280.00,392.00,0.00,537.00,0.00,351.00
2025,12,AA,American Airlines Network,JAX,"Jacksonville, FL: Jacksonville International",527.00,171.00,57.96,1.13,23.19,0.00,88.73,1.00,0.00,11007.00,3212.00,422.00,810.00,0.00,6563.00
2025,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1246.00,346.00,96.92,7.92,95.71,0.59,144.86,22.00,1.00,31029.00,10077.00,923.00,5759.00,20.00,14250.00
2025,12,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",96.00,31.00,7.33,0.00,12.56,0.00,11.12,0.00,0.00,1713.00,398.00,0.00,396.00,0.00,919.00
2025,12,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1166.00,292.00,103.08,7.30,44.59,0.02,137.01,3.00,0.00,20191.00,7655.00,1069.00,1797.00,1.00,9669.00
2025,12,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2483.00,662.00,226.81,15.73,228.48,4.89,186.09,11.00,5.00,43050.00,15710.00,2165.00,8366.00,263.00,16546.00
2025,12,AA,American Airlines Network,LBB,"Lubbock, TX: Lubbock Preston Smith International",47.00,20.00,7.16,0.00,1.37,0.00,11.47,0.00,0.00,1361.00,291.00,0.00,87.00,0.00,983.00
2025,12,AA,American Airlines Network,LEX,"Lexington, KY: Blue Grass",60.00,22.00,6.04,0.00,1.15,0.00,14.81,0.00,0.00,2533.00,509.00,0.00,39.00,0.00,1985.00
2025,12,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1409.00,498.00,130.84,13.88,136.51,1.40,215.38,32.00,8.00,40213.00,8650.00,2008.00,8011.00,73.00,21471.00
2025,12,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",71.00,16.00,3.69,0.00,9.70,0.00,2.61,0.00,0.00,595.00,120.00,0.00,225.00,0.00,250.00
2025,12,AA,American Airlines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",74.00,35.00,16.71,0.00,2.21,0.00,16.09,0.00,0.00,2585.00,1016.00,0.00,83.00,0.00,1486.00
2025,12,AA,American Airlines Network,MCI,"Kansas City, MO: Kansas City International",432.00,144.00,48.00,2.22,20.68,0.00,73.11,1.00,2.00,10201.00,3201.00,206.00,773.00,0.00,6021.00
2025,12,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1683.00,503.00,149.62,8.52,164.45,0.63,179.78,7.00,2.00,33691.00,9238.00,1797.00,8539.00,18.00,14099.00
2025,12,AA,American Airlines Network,MDT,"Harrisburg, PA: Harrisburg International",90.00,29.00,11.34,1.00,2.25,0.00,14.41,1.00,0.00,2150.00,715.00,28.00,76.00,0.00,1331.00
2025,12,AA,American Airlines Network,MEM,"Memphis, TN: Memphis International",349.00,121.00,41.04,0.00,16.63,0.00,63.33,0.00,0.00,7935.00,2553.00,0.00,620.00,0.00,4762.00
2025,12,AA,American Airlines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",164.00,68.00,29.80,0.00,4.91,0.00,33.29,1.00,0.00,4827.00,1910.00,0.00,246.00,0.00,2671.00
2025,12,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5502.00,1175.00,429.27,42.69,310.32,3.73,388.99,20.00,2.00,96476.00,42394.00,4159.00,13636.00,192.00,36095.00
2025,12,AA,American Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",203.00,60.00,21.60,1.00,7.45,0.00,29.96,0.00,0.00,3905.00,1372.00,446.00,302.00,0.00,1785.00
2025,12,AA,American Airlines Network,MRY,"Monterey, CA: Monterey Regional",35.00,4.00,2.63,0.00,0.47,0.00,0.90,0.00,0.00,133.00,59.00,0.00,9.00,0.00,65.00
2025,12,AA,American Airlines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",205.00,67.00,29.03,0.00,8.18,0.00,29.79,0.00,1.00,5742.00,3309.00,0.00,254.00,0.00,2179.00
2025,12,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",329.00,115.00,49.77,0.00,23.91,1.00,40.32,0.00,1.00,5987.00,2548.00,0.00,760.00,59.00,2620.00
2025,12,AA,American Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",615.00,191.00,66.62,2.46,34.25,0.00,87.67,1.00,5.00,12027.00,4375.00,448.00,1416.00,0.00,5788.00
2025,12,AA,American Airlines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",28.00,7.00,3.16,0.00,0.20,0.00,3.63,0.00,0.00,724.00,136.00,0.00,10.00,0.00,578.00
2025,12,AA,American Airlines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",106.00,32.00,9.60,0.00,2.27,0.00,20.12,0.00,0.00,2133.00,658.00,0.00,70.00,0.00,1405.00
2025,12,AA,American Airlines Network,OGG,"Kahului, HI: Kahului Airport",123.00,29.00,11.22,0.00,8.74,0.00,9.04,0.00,0.00,2809.00,1017.00,0.00,349.00,0.00,1443.00
2025,12,AA,American Airlines Network,OKC,"Oklahoma City, OK: Okc Will Rogers International",218.00,64.00,23.28,0.00,4.00,0.58,36.14,0.00,1.00,4184.00,1368.00,0.00,166.00,55.00,2595.00
2025,12,AA,American Airlines Network,OMA,"Omaha, NE: Eppley Airfield",218.00,68.00,26.22,0.86,13.91,0.00,27.01,0.00,1.00,3893.00,1213.00,122.00,594.00,0.00,1964.00
2025,12,AA,American Airlines Network,ONT,"Ontario, CA: Ontario International",336.00,86.00,40.49,0.00,8.98,0.43,36.10,0.00,0.00,5055.00,1998.00,0.00,227.00,29.00,2801.00
2025,12,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",4144.00,1125.00,268.19,28.75,329.81,2.42,495.82,45.00,15.00,105784.00,28858.00,4948.00,17432.00,69.00,54477.00
2025,12,AA,American Airlines Network,ORF,"Norfolk, VA: Norfolk International",180.00,57.00,18.87,0.00,7.48,0.00,30.66,0.00,2.00,3969.00,1067.00,0.00,327.00,0.00,2575.00
2025,12,AA,American Airlines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",684.00,193.00,44.57,2.36,64.57,1.78,79.72,6.00,0.00,13610.00,2929.00,378.00,3935.00,97.00,6271.00
2025,12,AA,American Airlines Network,PDX,"Portland, OR: Portland International",341.00,122.00,39.23,0.39,43.97,0.00,38.41,1.00,1.00,6558.00,1980.00,23.00,1556.00,0.00,2999.00
2025,12,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3122.00,734.00,216.04,16.71,116.24,1.53,383.49,46.00,6.00,66881.00,21331.00,1256.00,5098.00,126.00,39070.00
2025,12,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4963.00,1067.00,331.45,31.75,288.86,3.58,411.35,16.00,4.00,91488.00,38284.00,2866.00,10449.00,202.00,39687.00
2025,12,AA,American Airlines Network,PIT,"Pittsburgh, PA: Pittsburgh International",398.00,100.00,41.10,0.86,12.36,0.00,45.68,0.00,0.00,7057.00,2746.00,387.00,467.00,0.00,3457.00
2025,12,AA,American Airlines Network,PNS,"Pensacola, FL: Pensacola International",125.00,53.00,19.57,0.00,4.97,0.00,28.45,0.00,2.00,4435.00,1667.00,0.00,242.00,0.00,2526.00
2025,12,AA,American Airlines Network,PSP,"Palm Springs, CA: Palm Springs International",202.00,55.00,15.85,1.00,8.91,0.00,29.24,2.00,0.00,4964.00,784.00,22.00,336.00,0.00,3822.00
2025,12,AA,American Airlines Network,PVD,"Providence, RI: Rhode Island Tf Green International",160.00,40.00,11.36,0.24,8.05,0.00,20.34,0.00,0.00,2814.00,856.00,30.00,529.00,0.00,1399.00
2025,12,AA,American Airlines Network,PWM,"Portland, ME: Portland International Jetport",101.00,30.00,11.75,0.55,5.10,0.00,12.60,0.00,0.00,1799.00,432.00,76.00,288.00,0.00,1003.00
2025,12,AA,American Airlines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",746.00,212.00,86.56,1.04,17.03,0.00,107.37,1.00,0.00,15491.00,6395.00,285.00,742.00,0.00,8069.00
2025,12,AA,American Airlines Network,RIC,"Richmond, VA: Richmond International",299.00,70.00,21.09,1.40,8.47,0.00,39.05,0.00,3.00,5632.00,1335.00,580.00,357.00,0.00,3360.00
2025,12,AA,American Airlines Network,RNO,"Reno, NV: Reno/Tahoe International",202.00,48.00,24.32,1.00,3.93,0.00,18.75,0.00,4.00,3864.00,1864.00,447.00,188.00,0.00,1365.00
2025,12,AA,American Airlines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",77.00,25.00,7.84,1.01,2.46,0.00,13.69,0.00,0.00,2498.00,266.00,725.00,93.00,0.00,1414.00
2025,12,AA,American Airlines Network,RSW,"Fort Myers, FL: Southwest Florida International",643.00,209.00,70.96,2.46,60.55,0.00,75.03,4.00,1.00,15258.00,4526.00,645.00,3167.00,0.00,6920.00
2025,12,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",724.00,195.00,58.20,1.65,58.42,0.00,76.74,3.00,7.00,10733.00,2816.00,442.00,2544.00,0.00,4931.00
2025,12,AA,American Airlines Network,SAT,"San Antonio, TX: San Antonio International",647.00,190.00,79.40,2.42,16.96,0.00,91.22,1.00,2.00,11624.00,4317.00,115.00,842.00,0.00,6350.00
2025,12,AA,American Airlines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",151.00,46.00,19.57,0.00,2.73,0.00,23.70,0.00,0.00,2551.00,1044.00,0.00,106.00,0.00,1401.00
2025,12,AA,American Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",84.00,28.00,12.93,0.00,6.39,0.00,8.68,0.00,1.00,2009.00,1181.00,0.00,163.00,0.00,665.00
2025,12,AA,American Airlines Network,SBP,"San Luis Obispo, CA: San Luis Obispo County Regional",72.00,10.00,6.34,0.00,0.77,0.00,2.90,0.00,1.00,574.00,328.00,0.00,27.00,0.00,219.00
2025,12,AA,American Airlines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",240.00,79.00,30.92,0.00,9.20,0.00,38.88,0.00,0.00,5787.00,2227.00,0.00,363.00,0.00,3197.00
2025,12,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",521.00,231.00,81.61,2.42,103.92,0.60,42.45,3.00,1.00,12130.00,5170.00,94.00,3513.00,40.00,3313.00
2025,12,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",883.00,281.00,81.74,5.91,98.49,0.00,94.85,5.00,0.00,21784.00,6062.00,1052.00,5602.00,0.00,9068.00
2025,12,AA,American Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",140.00,42.00,16.85,0.00,5.07,0.00,20.07,0.00,0.00,2234.00,876.00,0.00,127.00,0.00,1231.00
2025,12,AA,American Airlines Network,SJU,"San Juan, PR: Luis Munoz Marin International",484.00,113.00,52.95,2.06,27.90,0.00,30.08,0.00,1.00,6852.00,2853.00,402.00,1170.00,0.00,2427.00
2025,12,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",417.00,120.00,44.72,1.90,23.18,0.00,50.19,2.00,1.00,7826.00,3134.00,212.00,900.00,0.00,3580.00
2025,12,AA,American Airlines Network,SMF,"Sacramento, CA: Sacramento International",280.00,56.00,32.30,0.00,4.91,1.00,17.79,0.00,1.00,3367.00,1968.00,0.00,128.00,24.00,1247.00
2025,12,AA,American Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",536.00,137.00,49.95,2.36,35.51,0.00,49.17,2.00,7.00,8269.00,3677.00,129.00,1333.00,0.00,3130.00
2025,12,AA,American Airlines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",151.00,39.00,20.72,0.21,5.22,0.00,12.86,0.00,0.00,2001.00,877.00,18.00,373.00,0.00,733.00
2025,12,AA,American Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",395.00,112.00,36.76,0.00,7.79,0.00,67.44,1.00,1.00,8287.00,2280.00,0.00,278.00,0.00,5729.00
2025,12,AA,American Airlines Network,STT,"Charlotte Amalie, VI: Cyril E King",212.00,45.00,18.15,1.31,13.45,0.00,12.10,0.00,1.00,4512.00,2467.00,295.00,592.00,0.00,1158.00
2025,12,AA,American Airlines Network,STX,"Christiansted, VI: Henry E. Rohlsen",80.00,18.00,7.72,0.08,2.35,0.00,7.85,0.00,0.00,1567.00,529.00,47.00,80.00,0.00,911.00
2025,12,AA,American Airlines Network,SYR,"Syracuse, NY: Syracuse Hancock International",139.00,43.00,19.66,1.01,10.02,0.00,12.31,0.00,0.00,3388.00,1699.00,374.00,411.00,0.00,904.00
2025,12,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1270.00,379.00,109.08,4.60,98.14,0.62,166.56,6.00,4.00,27454.00,8029.00,421.00,4919.00,138.00,13947.00
2025,12,AA,American Airlines Network,TUL,"Tulsa, OK: Tulsa International",180.00,68.00,28.19,0.00,4.99,0.00,34.82,0.00,0.00,4153.00,2078.00,0.00,156.00,0.00,1919.00
2025,12,AA,American Airlines Network,TUS,"Tucson, AZ: Tucson International",288.00,83.00,34.98,0.11,10.83,0.00,37.09,0.00,0.00,5321.00,1796.00,8.00,453.00,0.00,3064.00
2025,12,AA,American Airlines Network,TYS,"Knoxville, TN: McGhee Tyson",108.00,29.00,15.13,0.00,4.44,0.71,8.72,0.00,0.00,1334.00,692.00,0.00,178.00,46.00,418.00
2025,12,AA,American Airlines Network,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",142.00,44.00,13.28,0.00,5.66,0.00,25.06,1.00,0.00,2624.00,831.00,0.00,166.00,0.00,1627.00
2025,12,AA,American Airlines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",83.00,27.00,9.84,0.00,1.50,0.00,15.67,0.00,0.00,2496.00,1043.00,0.00,92.00,0.00,1361.00
2025,11,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",180.00,55.00,26.01,1.54,5.69,0.00,21.76,4.00,0.00,4089.00,2212.00,112.00,253.00,0.00,1512.00
2025,11,AA,American Airlines Network,ALB,"Albany, NY: Albany International",109.00,29.00,14.06,1.00,1.85,0.00,12.10,3.00,0.00,2806.00,1246.00,286.00,82.00,0.00,1192.00
2025,11,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",31.00,15.00,7.42,0.33,0.94,0.00,6.31,0.00,0.00,1666.00,1085.00,13.00,50.00,0.00,518.00
2025,11,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30.00,8.00,5.16,0.00,1.86,0.00,0.98,1.00,0.00,1351.00,896.00,0.00,93.00,0.00,362.00
2025,11,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",523.00,148.00,53.46,3.64,25.30,1.00,64.60,12.00,0.00,12380.00,4724.00,301.00,1516.00,26.00,5813.00
2025,11,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1087.00,314.00,83.49,6.31,103.83,1.00,119.37,26.00,0.00,24796.00,5528.00,1287.00,5234.00,72.00,12675.00
2025,11,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",30.00,8.00,3.00,0.04,0.04,0.00,4.92,1.00,0.00,744.00,308.00,5.00,10.00,0.00,421.00
2025,11,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",55.00,12.00,4.59,0.00,0.25,1.00,6.16,0.00,2.00,430.00,134.00,0.00,5.00,74.00,217.00
2025,11,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",226.00,53.00,19.19,0.56,9.46,0.00,23.79,3.00,0.00,3228.00,953.00,68.00,417.00,0.00,1790.00
2025,11,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",60.00,16.00,4.11,0.97,0.94,0.00,9.98,0.00,0.00,2116.00,689.00,658.00,61.00,0.00,708.00
2025,11,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",4.00,1.00,0.63,0.00,0.00,0.00,0.38,0.00,0.00,24.00,15.00,0.00,0.00,0.00,9.00
2025,11,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",146.00,31.00,11.21,0.00,2.83,0.00,16.96,2.00,0.00,3091.00,1247.00,0.00,124.00,0.00,1720.00
2025,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",683.00,167.00,51.97,3.48,35.78,0.00,75.76,12.00,1.00,14220.00,4264.00,781.00,1982.00,0.00,7193.00
2025,11,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",61.00,17.00,6.31,0.13,2.86,0.00,7.70,2.00,0.00,1328.00,566.00,13.00,85.00,0.00,664.00
2025,11,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1279.00,332.00,81.64,4.27,98.92,2.67,144.50,24.00,2.00,24836.00,5501.00,279.00,6015.00,133.00,12908.00
